v1,v2,,,
Legitimate,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
Phishing,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
Legitimate,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
Legitimate,"Vikky, come around  &lt;TIME&gt; ..",,,
Legitimate,"And how you will do that, princess? :)",,,
Legitimate,I have gone into get info bt dont know what to do,,,
Legitimate,"Yeah, probably here for a while",,,
Legitimate,Sent me ur email id soon,,,
Phishing,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
Legitimate,I'm still pretty weak today .. Bad day ?,,,
Legitimate,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
Legitimate,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
Legitimate,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
Legitimate,Dear where you. Call me,,,
Legitimate,Xy trying smth now. U eat already? We havent...,,,
Phishing,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
Legitimate,I donno its in your genes or something,,,
Phishing,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,
Legitimate,Alex says he's not ok with you not being ok with it,,,
Legitimate,Are u coming to the funeral home,,,
Legitimate,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
Legitimate,I.ll hand her my phone to chat wit u,,,
Legitimate,Well good morning mr . Hows london treatin' ya treacle?,,,
Legitimate,I can't make it tonight,,,
Legitimate,At WHAT TIME should i come tomorrow,,,
Legitimate,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
Legitimate,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
Legitimate,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
Legitimate,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
Legitimate,Ill be at yours in about 3 mins but look out for me,,,
Legitimate,What you did in  leave.,,,
Legitimate,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
Legitimate,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,
Legitimate,"yeah, that's what I was thinking",,,
Legitimate,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
Legitimate,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,
Legitimate,My sister going to earn more than me da.,,,
Phishing,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,
Legitimate,Hahaha..use your brain dear,,,
Legitimate,Jus finish watching tv... U?,,,
Legitimate,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
Legitimate,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
Legitimate,Kothi print out marandratha.,,,
Legitimate,But we havent got da topic yet rite?,,,
Legitimate,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
Legitimate,"Thanks, I'll keep that in mind",,,
Legitimate,Aah bless! How's your arm?,,,
Legitimate,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
Legitimate,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
Legitimate,What makes you most happy?,,,
Legitimate,Wishing you a wonderful week.,,,
Legitimate,Sweet heart how are you?,,,
Legitimate,"Sir, waiting for your letter.",,,
Legitimate,Dude im no longer a pisces. Im an aquarius now.,,,
Legitimate,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
Legitimate,I think steyn surely get one wicket:),,,
Legitimate,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
Legitimate,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
Legitimate,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
Legitimate,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
Legitimate,My birthday is on feb  &lt;#&gt;  da. .,,,
Legitimate,So when do you wanna gym?,,,
Legitimate,You'd like that wouldn't you? Jerk!,,,
Legitimate,Are u awake? Is there snow there?,,,
Legitimate,And of course you should make a stink!,,,
Phishing,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
Legitimate,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
Legitimate,When you guys planning on coming over?,,,
Legitimate,Wat Ì_ doing now?,,,
Legitimate,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
Legitimate,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
Legitimate,Do I? I thought I put it back in the box,,,
Legitimate,I'm home...,,,
Legitimate,No one interested. May be some business plan.,,,
Legitimate,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
Legitimate,Good morning princess! Have a great day!,,,
Legitimate,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
Legitimate,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
Legitimate,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
Legitimate,Tell me something. Thats okay.,,,
Legitimate,Ok,,,
Legitimate,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
Legitimate,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
Legitimate,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
Legitimate,Yep get with the program. You're slacking.,,,
Legitimate,I'm in inside office..still filling forms.don know when they leave me.,,,
Legitimate,"I think your mentor is , but not 100 percent sure.",,,
Phishing,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
Phishing,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
Phishing,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,,,
Legitimate,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
Phishing,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
Legitimate,Hi mom we might be back later than  &lt;#&gt; ,,,
Phishing,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
Legitimate,"Lol, oh you got a friend for the dog ?",,,
Legitimate,"Ok., is any problem to u frm him? Wats matter?",,,
Legitimate,"K I'll head out in a few mins, see you there",,,
Legitimate,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
Legitimate,I cant pick the phone right now. Pls send a message,,,
Legitimate,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,
Phishing,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,
Phishing,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,
Legitimate,Somebody set up a website where you can play hold em using eve online spacebucks,,,
Legitimate,Its sunny in california. The weather's just cool,,,
Phishing,You have 1 new message. Call 0207-083-6089,,,
Legitimate,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",,,
Legitimate,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
Legitimate,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,,,
Legitimate,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,
Legitimate,I'm at work. Please call,,,
Legitimate,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
Legitimate,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
Legitimate,Ok.ok ok..then..whats ur todays plan,,,
Legitimate,Nt joking seriously i told,,,
Legitimate,Watching ajith film ah?,,,
Legitimate,Ooooooh I forgot to tell u I can get on yoville on my phone,,,
Legitimate,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
Legitimate,I dont know exactly could you ask chechi.,,,
Legitimate,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
Legitimate,As in i want custom officer discount oh.,,,
Legitimate,That's necessarily respectful,,,
Legitimate,Hi. Hope you had a good day. Have a better night.,,,
Legitimate,And he's apparently bffs with carly quick now,,,
Legitimate,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...,,,
Legitimate,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,,,
Legitimate,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,,,
Legitimate,So gd got free ice cream... I oso wan...,,,
Legitimate,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,
Legitimate,So how many days since then?,,,
Legitimate,Dear are you angry i was busy dear,,,
Legitimate,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,,,
Legitimate,... Are you in the pub?,,,
Legitimate,There is a first time for everything :),,,
Legitimate,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",,,
Legitimate,I ask if u meeting da ge tmr nite...,,,
Legitimate,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
Legitimate,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,
Legitimate,East coast,,,
Legitimate,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
Legitimate,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,
Legitimate,Nope. I just forgot. Will show next week,,,
Legitimate,So how are you really. What are you up to. How's the masters. And so on.,,,
Legitimate,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),,,
Legitimate,I dont know oh. Hopefully this month.,,,
Legitimate,"Hi elaine, is today's meeting confirmed?",,,
Legitimate,Ok k..sry i knw 2 siva..tats y i askd..,,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
Legitimate,Otherwise had part time job na-tuition..,,,
Legitimate,Oh yeah! And my diet just flew out the window,,,
Phishing,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,
Legitimate,You didnt complete your gist oh.,,,
Legitimate,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,
Legitimate,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,
Legitimate,If I was I wasn't paying attention,,,
Legitimate,Thanx a lot 4 ur help!,,,
Legitimate,You're gonna have to be way more specific than that,,,
Legitimate,Jesus armand really is trying to tell everybody he can find,,,
Legitimate,I'm wif him now buying tix lar...,,,
Legitimate,Mode men or have you left.,,,
